Threshold,FAR,FRR
0.413,0.187595,0.423092
0.414,0.189115,0.422332
0.415,0.189115,0.421193
0.416,0.189723,0.420433
0.417,0.190635,0.418914
0.418,0.190635,0.418534
0.419,0.192764,0.416635
0.42,0.192764,0.415116
0.421,0.194284,0.413976
0.422,0.194588,0.412837
0.423,0.195196,0.410938
0.424,0.1955,0.410938
0.425,0.196108,0.409799
0.426,0.197628,0.408659
0.427,0.198541,0.4079
0.428,0.199149,0.406001
0.429,0.199453,0.404102
0.43,0.200365,0.401823
0.431,0.201277,0.400684
0.432,0.202493,0.399544
0.433,0.203405,0.398405
0.434,0.204013,0.396126
0.435,0.20523,0.394607
0.436,0.205838,0.393088
0.437,0.207054,0.392328
0.438,0.209182,0.392328
0.439,0.210398,0.390809
0.44,0.21131,0.390049
0.441,0.211614,0.38967
0.442,0.213135,0.38853
0.443,0.213743,0.387771
0.444,0.214655,0.386631
0.445,0.215263,0.385112
0.446,0.217087,0.383973
0.447,0.217999,0.383213
0.448,0.217999,0.382833
0.449,0.219216,0.382074
0.45,0.220128,0.380175
0.451,0.221648,0.378656
0.452,0.221952,0.377516
0.453,0.223168,0.375617
0.454,0.22408,0.374858
0.455,0.2256,0.372579
0.456,0.227121,0.37106
0.457,0.228033,0.36954
0.458,0.229553,0.368401
0.459,0.231377,0.367262
0.46,0.232593,0.365363
0.461,0.233202,0.364223
0.462,0.234114,0.362704
0.463,0.235634,0.361565
0.464,0.237154,0.358906
0.465,0.23837,0.357387
0.466,0.239282,0.356627
0.467,0.240499,0.355108
0.468,0.241411,0.352829
0.469,0.241411,0.35207
0.47,0.242019,0.350171
0.471,0.243843,0.350171
0.472,0.245059,0.349791
0.473,0.245667,0.349791
0.474,0.247188,0.347892
0.475,0.247796,0.347512
0.476,0.248708,0.346373
0.477,0.249316,0.345234
0.478,0.249924,0.344474
0.479,0.250228,0.341815
0.48,0.25114,0.340676
0.481,0.253268,0.340676
0.482,0.254485,0.339537
0.483,0.255397,0.339157
0.484,0.256005,0.338777
0.485,0.256309,0.336498
0.486,0.256309,0.334979
0.487,0.256309,0.334979
0.488,0.257221,0.33384
0.489,0.258133,0.3327
0.49,0.258741,0.331941
0.491,0.259653,0.331181
0.492,0.260566,0.329282
0.493,0.262694,0.329282
0.494,0.264518,0.328523
0.495,0.265126,0.328143
0.496,0.26695,0.328143
0.497,0.26695,0.327003
0.498,0.267559,0.327003
0.499,0.269079,0.325484
0.5,0.270295,0.323585
0.501,0.270903,0.322826
0.502,0.271815,0.322826
0.503,0.273335,0.320547
0.504,0.27516,0.320167
0.505,0.27516,0.319787
0.506,0.276072,0.317888
0.507,0.276984,0.317129
0.508,0.2782,0.315989
0.509,0.280024,0.31409
0.51,0.280936,0.312951
0.511,0.282761,0.312571
0.512,0.284889,0.312571
0.513,0.285801,0.311052
0.514,0.286409,0.310292
0.515,0.287017,0.309913
0.516,0.287017,0.309153
0.517,0.287929,0.308393
0.518,0.28945,0.308393
0.519,0.290058,0.307254
0.52,0.291578,0.306874
0.521,0.292186,0.305735
0.522,0.292794,0.305355
0.523,0.292794,0.303456
0.524,0.293098,0.302317
0.525,0.294618,0.301557
0.526,0.295531,0.300798
0.527,0.296139,0.300418
0.528,0.297051,0.299658
0.529,0.298267,0.298899
0.53,0.298875,0.298519
0.531,0.299787,0.298519
0.532,0.300395,0.297379
0.533,0.301003,0.297
0.534,0.301307,0.29662
0.535,0.302524,0.29624
0.536,0.303436,0.29624
0.537,0.30374,0.295101
0.538,0.30526,0.292822
0.539,0.30526,0.291303
0.54,0.306476,0.290923
0.541,0.307084,0.289784
0.542,0.307692,0.288644
0.543,0.308604,0.287885
0.544,0.309213,0.287125
0.545,0.311341,0.286365
0.546,0.311645,0.285986
0.547,0.312557,0.284846
0.548,0.313773,0.284087
0.549,0.314381,0.282947
0.55,0.314989,0.282947
0.551,0.316206,0.282188
0.552,0.31651,0.282188
0.553,0.317726,0.280668
0.554,0.318942,0.279909
0.555,0.320462,0.278769
0.556,0.321374,0.27763
0.557,0.322894,0.276491
0.558,0.324415,0.275731
0.559,0.324719,0.275351
0.56,0.325631,0.275351
0.561,0.326847,0.274592
0.562,0.327759,0.273452
0.563,0.328975,0.272693
0.564,0.330496,0.271174
0.565,0.331712,0.270414
0.566,0.332624,0.269654
0.567,0.33384,0.268135
0.568,0.334752,0.266236
0.569,0.335664,0.265856
0.57,0.335664,0.264717
0.571,0.336272,0.263578
0.572,0.336576,0.263198
0.573,0.337793,0.262438
0.574,0.338097,0.261679
0.575,0.339009,0.260539
0.576,0.339617,0.25978
0.577,0.340529,0.25864
0.578,0.341137,0.257501
0.579,0.341441,0.256362
0.58,0.342961,0.256362
0.581,0.344482,0.255602
0.582,0.346002,0.254842
0.583,0.34661,0.254842
0.584,0.346914,0.253703
0.585,0.347218,0.252943
0.586,0.34813,0.252184
0.587,0.34813,0.251044
0.588,0.348434,0.250285
0.589,0.349042,0.249525
0.59,0.350562,0.248766
0.591,0.351171,0.248006
0.592,0.352387,0.248006
0.593,0.352691,0.246487
0.594,0.352691,0.246107
0.595,0.353907,0.245727
0.596,0.354819,0.244588
0.597,0.355731,0.243828
0.598,0.356947,0.243828
0.599,0.358164,0.243828
0.6,0.358468,0.243828
0.601,0.358772,0.243449
0.602,0.35938,0.242689
0.603,0.360292,0.242309
0.604,0.3609,0.24155
0.605,0.361204,0.24155
0.606,0.361508,0.24041
0.607,0.36242,0.24041
0.608,0.363028,0.238131
0.609,0.364244,0.237372
0.61,0.364853,0.236992
0.611,0.365461,0.236992
0.612,0.365765,0.236232
0.613,0.366373,0.235473
0.614,0.368197,0.235473
0.615,0.369717,0.235473
0.616,0.370021,0.235093
0.617,0.370629,0.233574
0.618,0.370933,0.232434
0.619,0.372454,0.232055
0.62,0.37367,0.230915
0.621,0.374278,0.228637
0.622,0.37519,0.228257
0.623,0.37671,0.227877
0.624,0.377622,0.227497
0.625,0.377926,0.227117
0.626,0.37823,0.225978
0.627,0.379751,0.223699
0.628,0.380055,0.223319
0.629,0.380663,0.22256
0.63,0.381879,0.2218
0.631,0.382487,0.22142
0.632,0.383095,0.220281
0.633,0.384007,0.219901
0.634,0.384311,0.219521
0.635,0.384311,0.219142
0.636,0.384919,0.218382
0.637,0.384919,0.217622
0.638,0.387048,0.216863
0.639,0.387656,0.216103
0.64,0.38948,0.215344
0.641,0.390696,0.213825
0.642,0.391304,0.212305
0.643,0.391608,0.211926
0.644,0.392216,0.211546
0.645,0.394953,0.210786
0.646,0.397081,0.210027
0.647,0.397689,0.208507
0.648,0.398297,0.207368
0.649,0.398601,0.206988
0.65,0.399514,0.206608
0.651,0.400426,0.206608
0.652,0.401034,0.205089
0.653,0.401034,0.20433
0.654,0.401642,0.20395
0.655,0.40225,0.20319
0.656,0.403162,0.20281
0.657,0.403162,0.202051
0.658,0.404378,0.201671
0.659,0.405898,0.200912
0.66,0.406507,0.200152
0.661,0.408027,0.199013
0.662,0.409547,0.198633
0.663,0.411067,0.197873
