Threshold,FAR,FRR
0.503,0.623911,0.066464
0.504,0.623911,0.065705
0.505,0.624259,0.065705
0.506,0.624956,0.065705
0.507,0.626002,0.065705
0.508,0.627048,0.064945
0.509,0.627048,0.064945
0.51,0.627048,0.063806
0.511,0.627745,0.063806
0.512,0.628442,0.063806
0.513,0.629488,0.063426
0.514,0.629836,0.063426
0.515,0.631579,0.063046
0.516,0.632973,0.062666
0.517,0.63367,0.062286
0.518,0.63367,0.061907
0.519,0.63367,0.061907
0.52,0.634716,0.061527
0.521,0.635064,0.061147
0.522,0.635762,0.061147
0.523,0.636807,0.061147
0.524,0.638201,0.061147
0.525,0.638201,0.061147
0.526,0.639596,0.061147
0.527,0.639944,0.059628
0.528,0.640641,0.059248
0.529,0.641338,0.059248
0.53,0.641687,0.058488
0.531,0.642733,0.058488
0.532,0.643081,0.058488
0.533,0.64343,0.057729
0.534,0.644127,0.057729
0.535,0.644824,0.057349
0.536,0.645521,0.056969
0.537,0.647264,0.056589
0.538,0.647612,0.056589
0.539,0.64831,0.05621
0.54,0.649704,0.05583
0.541,0.650401,0.05507
0.542,0.650749,0.05507
0.543,0.651446,0.05469
0.544,0.652144,0.05469
0.545,0.652144,0.053931
0.546,0.652492,0.053551
0.547,0.652492,0.053171
0.548,0.653538,0.052791
0.549,0.654235,0.052412
0.55,0.654583,0.052412
0.551,0.655281,0.051652
0.552,0.655978,0.051272
0.553,0.656675,0.050893
0.554,0.657023,0.050133
0.555,0.65772,0.049753
0.556,0.658069,0.049373
0.557,0.658766,0.048994
0.558,0.658766,0.048994
0.559,0.659463,0.048994
0.56,0.659463,0.048994
0.561,0.659463,0.048994
0.562,0.659812,0.048614
0.563,0.660857,0.048234
0.564,0.661903,0.048234
0.565,0.662252,0.047854
0.566,0.662252,0.047474
0.567,0.662252,0.047474
0.568,0.6626,0.047474
0.569,0.6626,0.047474
0.57,0.663994,0.046715
0.571,0.665389,0.046715
0.572,0.665389,0.046335
0.573,0.666783,0.045955
0.574,0.66748,0.045196
0.575,0.668526,0.044816
0.576,0.669571,0.044816
0.577,0.670617,0.044436
0.578,0.672011,0.044436
0.579,0.672708,0.044436
0.58,0.674451,0.044436
0.581,0.675148,0.044436
0.582,0.676194,0.044056
0.583,0.677588,0.043676
0.584,0.678285,0.043676
0.585,0.678285,0.043676
0.586,0.679331,0.043676
0.587,0.679331,0.043297
0.588,0.680725,0.043297
0.589,0.681422,0.043297
0.59,0.682119,0.043297
0.591,0.682816,0.042917
0.592,0.683165,0.042537
0.593,0.683513,0.042157
0.594,0.684559,0.042157
0.595,0.684908,0.041777
0.596,0.685256,0.041777
0.597,0.685256,0.041777
0.598,0.68665,0.041777
0.599,0.686999,0.041398
0.6,0.686999,0.041018
0.601,0.688742,0.041018
0.602,0.688742,0.041018
0.603,0.688742,0.041018
0.604,0.689439,0.040638
0.605,0.690136,0.040638
0.606,0.690484,0.039878
0.607,0.691182,0.039878
0.608,0.69153,0.039878
0.609,0.691879,0.039878
0.61,0.692576,0.039499
0.611,0.692924,0.039119
0.612,0.693273,0.039119
0.613,0.694667,0.038359
0.614,0.695364,0.037979
0.615,0.69641,0.037979
0.616,0.697107,0.037979
0.617,0.697804,0.0376
0.618,0.698501,0.0376
0.619,0.699547,0.03722
0.62,0.699547,0.03722
0.621,0.699895,0.03722
0.622,0.700244,0.03722
0.623,0.70129,0.03684
0.624,0.701987,0.035701
0.625,0.703032,0.035701
0.626,0.704427,0.035701
0.627,0.704775,0.035701
0.628,0.705821,0.035321
0.629,0.706518,0.035321
0.63,0.706518,0.035321
0.631,0.707564,0.035321
0.632,0.708958,0.035321
0.633,0.708958,0.035321
0.634,0.710003,0.035321
0.635,0.710003,0.035321
0.636,0.711049,0.035321
0.637,0.711049,0.034941
0.638,0.711746,0.034941
0.639,0.712443,0.034941
0.64,0.712792,0.034561
0.641,0.712792,0.033802
0.642,0.71314,0.033802
0.643,0.713489,0.033422
0.644,0.714535,0.033042
0.645,0.715929,0.033042
0.646,0.716975,0.033042
0.647,0.717323,0.033042
0.648,0.717672,0.033042
0.649,0.718717,0.033042
0.65,0.719414,0.033042
0.651,0.719763,0.033042
0.652,0.720809,0.032662
0.653,0.721157,0.032662
0.654,0.721506,0.032662
0.655,0.721506,0.032662
0.656,0.722551,0.032662
0.657,0.723597,0.032662
0.658,0.723946,0.032283
0.659,0.724991,0.032283
0.66,0.725688,0.031903
0.661,0.726386,0.031903
0.662,0.727083,0.031523
0.663,0.727083,0.031143
0.664,0.727083,0.031143
0.665,0.727083,0.030384
0.666,0.727431,0.030004
0.667,0.72778,0.030004
0.668,0.728128,0.029244
0.669,0.728825,0.029244
0.67,0.728825,0.028864
0.671,0.728825,0.028864
0.672,0.729522,0.028864
0.673,0.729522,0.028485
0.674,0.729871,0.028105
0.675,0.729871,0.028105
0.676,0.730568,0.028105
0.677,0.730568,0.028105
